TYPE,PRICE,BEDROOMS,BATHROOMS,SQFT,LATITUDE,LONGITUDE,ZIPCODE,BOROUGH,SUBLOCALITY,PROPERTY_TYPE,PROPERTY_TYPE_GROUP
townhouse,559900,3,2.0,980,40.5132339,-74.1959753,10309,staten island,richmond county,building,residential
house,549000,3,1.0,2184,40.6776809,-73.8166457,11420,queens,queens county,building,residential
land,999000,3,2.0,950,40.7644631,-73.8297531,11354,queens,flushing,building,residential
land,289000,3,2.3738608579684373,2184,40.842629,-73.8665973,10460,bronx,bronx county,building,residential
land,790000,3,2.3738608579684373,2184,40.7827104,-73.8457691,11356,queens,queens county,building,residential
house,2295000,7,4.0,3632,40.8180374,-73.9436858,10030,manhattan,new york county,building,residential
house,1150000,3,4.0,3000,40.5343966,-74.1582874,10312,staten island,richmond county,building,residential
land,6100000,3,2.3738608579684373,2184,40.6685186,-73.9175924,11212,brooklyn,kings county,building,residential
land,350000,3,2.3738608579684373,2184,40.6753179,-73.9008593,11207,brooklyn,kings county,building,residential
land,450000,3,2.3738608579684373,2184,40.89582,-73.9110766,10471,bronx,riverdale,building,residential
land,2999999,3,2.3738608579684373,2184,40.7051444,-73.8030054,11432,queens,queens county,amenity,other
land,2500000,3,2.3738608579684373,2184,40.578639,-73.965449,11235,brooklyn,brighton beach,building,residential
land,350000,3,2.3738608579684373,2184,40.5844107,-73.9380366,11235,brooklyn,sheepshead bay,building,residential
land,150000,3,2.3738608579684373,2184,40.6171535,-74.0890497,10301,staten island,richmond county,building,residential
land,3600000,3,2.3738608579684373,2184,40.6179636,-73.9681702,11230,brooklyn,gravesend,building,residential
land,150000,3,2.3738608579684373,2184,40.6170275,-74.0893192,10301,staten island,richmond county,building,residential
co-op,235000,3,2.0,1400,40.7142299,-73.8152,11435,queens,queens,building,residential
land,2200000,3,2.3738608579684373,2184,40.7185125,-73.834819,11375,queens,queens county,building,residential
land,650000,3,2.3738608579684373,2184,40.759972,-73.9173868,11103,queens,astoria,building,residential
house,215000,4,2.0,2000,40.6694978,-73.8897534,11207,brooklyn,kings county,building,residential
land,799999,3,2.3738608579684373,2184,40.6789582,-73.9203193,11233,brooklyn,kings county,building,residential
house,299000,5,2.0,2184,40.593404,-73.775651,11691,queens,queens county,building,residential
land,265000,3,2.3738608579684373,2184,40.6743408,-73.9056237,11212,brooklyn,kings county,amenity,other
land,795000,3,2.3738608579684373,2184,40.8457524,-73.9059682,10457,bronx,bronx county,building,residential
land,1245000,3,2.3738608579684373,2184,40.902657,-73.901871,10471,bronx,riverdale,building,residential
land,549000,3,2.3738608579684373,2184,40.699454,-73.924234,11221,brooklyn,bushwick,building,residential
condo,7495000,4,4.0,2888,40.7833319,-73.9815796,10024,manhattan,upper west side,building,residential
townhouse,2850000,4,4.0,4080,40.7639241,-73.9190583,11103,queens,astoria,building,residential
co-op,215000,2,2.0,747,40.8233271,-73.8110122,10465,bronx,bronx county,building,residential
land,299000,3,2.3738608579684373,2184,40.6415965,-73.9105958,11236,brooklyn,canarsie,building,residential
house,275000,2,1.0,1104,40.8409818,-73.8292936,10461,bronx,bronx county,building,residential
multi-family home,898000,6,3.0,2100,40.5586967,-74.1351001,10306,staten island,richmond county,building,residential
co-op,275000,2,1.0,900,40.8554764,-73.8287193,10461,bronx,the bronx,building,residential
house,599000,4,2.0,1682,40.6747343,-73.8239749,11420,queens,queens county,building,residential
multi-family home,678990,3,3.0,1575,40.6012318,-74.1300175,10314,staten island,richmond county,building,residential
house,800000,3,2.0,1824,40.608799,-73.9128174,11234,brooklyn,mill basin,building,residential
house,849000,3,2.0,2000,40.5528489,-74.1699382,10312,staten island,richmond county,building,residential
pending,675000,3,2.3738608579684373,2184,40.6428139,-73.9451438,11203,brooklyn,kings county,building,residential
house,130000,3,2.3738608579684373,664,40.6330671,-74.1659477,10303,staten island,richmond county,building,residential
house,759999,4,2.0,2184,40.7083753,-73.787158,11432,queens,queens county,building,residential
contingent,489000,2,1.0,978,40.546573,-74.213449,10309,staten island,richmond county,building,residential
multi-family home,799900,5,2.0,1750,40.5956263,-73.933927,11229,brooklyn,gerritsen beach,building,residential
co-op,159000,2,1.0,1010,40.8762047,-73.8603621,10467,bronx,bronx county,building,residential
house,999500,3,2.0,1144,40.784332,-73.8045713,11357,brooklyn,whitestone,building,residential
contingent,589000,3,2.0,2310,40.6426635,-74.1108512,10310,staten island,richmond county,building,residential
condo,329000,2,1.0,850,40.6316141,-74.0858954,10304,staten island,richmond county,building,residential
house,799000,3,2.0,1881,40.6402886,-73.9463493,11226,brooklyn,kings county,building,residential
house,1188000,4,2.0,1580,40.6198659,-74.0087151,11228,brooklyn,kings county,building,residential
house,729000,3,2.0,1400,40.846624,-73.8520911,10461,bronx,bronx county,building,residential
contingent,614900,3,2.0,1495,40.6142391,-74.0884134,10304,staten island,richmond county,building,residential
house,599000,4,2.0,1500,40.8972473,-73.868898,10470,bronx,bronx county,building,residential
multi-family home,950000,6,2.0,2184,40.7608129,-73.8669195,11369,queens,queens county,building,residential
condo,965000,3,1.0,540,40.6903851,-73.9825343,11221,brooklyn,brooklyn,building,residential
multi-family home,1095000,4,4.0,2280,40.5505648,-74.1599018,10308,staten island,richmond county,building,residential
co-op,49500,3,2.3738608579684373,800,40.8432844,-73.7846028,10464,bronx,the bronx,building,residential
house,460000,3,3.0,2256,40.641648,-73.9064568,11236,brooklyn,canarsie,building,residential
multi-family home,825000,12,6.0,2184,40.6739463,-73.885344,11207,brooklyn,east new york,building,residential
house,1230250,3,2.0,1590,40.7120962,-73.8518076,11375,queens,queens county,building,residential
house,799999,3,2.0,1344,40.6099147,-73.9287144,11234,brooklyn,flatlands,building,residential
multi-family home,1300000,15,6.0,4920,40.6411388,-73.9478417,11226,brooklyn,kings county,building,residential
condo,749000,2,2.0,1300,40.7874921,-73.7858086,11360,queens,queens,building,residential
multi-family home,849000,4,2.0,2180,40.8528127,-73.8312235,10461,bronx,bronx county,building,residential
house,599999,3,2.0,1360,40.613911,-74.133028,10314,staten island,richmond county,building,residential
multi-family home,1150000,5,3.0,2184,40.6542535,-73.8350556,11414,queens,queens county,building,residential
pending,1188000,4,2.3738608579684373,3840,40.5929709,-74.0937822,10304,staten island,richmond county,building,residential
multi-family home,1295000,4,3.0,2440,40.78403,-73.80579,11357,brooklyn,whitestone,building,residential
house,250000,3,1.0,1376,40.6212165,-73.9324344,11234,brooklyn,flatlands,building,residential
land,1395000,3,2.3738608579684373,2184,40.9007702,-73.9110778,10471,bronx,bronx county,building,residential
townhouse,1648000,3,4.0,1751,40.7179519,-73.8427778,11375,queens,queens county,building,residential
house,950000,3,2.0,1748,40.7188985,-73.8587988,11374,queens,queens county,building,residential
co-op,449500,1,1.0,2184,40.7278952,-73.9998294,10012,manhattan,new york county,building,residential
pending,184888,3,1.0,500,40.7343409,-73.859014,11374,queens,queens,building,residential
condo,399000,3,1.0,500,40.8374911,-73.9456039,10032,manhattan,washington heights,building,residential
co-op,209000,1,1.0,1078,40.8915963,-73.8989828,10471,bronx,the bronx,building,residential
house,625000,3,2.0,2184,40.6765364,-73.8351774,11417,queens,queens county,building,residential
multi-family home,924800,4,3.0,2049,40.5075446,-74.2461088,10307,staten island,richmond county,building,residential
house,1300000,6,4.0,2112,40.7645123,-73.7595302,11361,queens,bayside,building,residential
multi-family home,995000,5,2.0,2288,40.5501403,-74.1810379,10312,staten island,richmond county,building,residential
townhouse,695000,3,2.3738608579684373,1793,40.5763909,-74.1631382,10314,staten island,richmond county,building,residential
multi-family home,998000,5,3.0,1738,40.6898026,-73.836542,11419,queens,queens county,building,residential
multi-family home,899000,7,3.0,1980,40.6275175,-74.1233766,10310,staten island,richmond county,building,residential
multi-family home,849000,6,5.0,2184,40.669692,-73.8003434,11436,queens,queens county,building,residential
house,520000,4,2.0,1701,40.6781418,-73.9250576,11233,brooklyn,kings county,building,residential
condo,485000,3,2.0,2184,40.6479766,-73.8936697,11236,brooklyn,canarsie,building,residential
co-op,215000,3,1.0,1100,40.622324,-73.9695073,11230,brooklyn,midwood,building,residential
multi-family home,1288000,6,5.0,2640,40.5294592,-74.1903024,10312,staten island,richmond county,building,residential
co-op,375000,2,2.0,1200,40.8876529,-73.909649,10463,bronx,the bronx,building,residential
multi-family home,849000,4,3.0,2184,40.6895034,-73.8684501,11208,brooklyn,kings county,building,residential
house,5500000,8,6.0,9000,40.8985084,-73.902753,10471,bronx,riverdale,building,residential
house,899000,4,2.3738608579684373,2184,40.7646585,-73.780903,11361,queens,bayside,building,residential
house,699000,3,2.0,2350,40.6095856,-73.9253159,11234,brooklyn,flatlands,building,residential
house,739000,3,1.0,1148,40.7386816,-73.7202723,11426,queens,queens county,building,residential
multi-family home,425000,3,2.0,1700,40.8817944,-73.8617772,10467,bronx,bronx county,building,residential
house,569000,3,3.0,1780,40.8147819,-73.8265252,10465,bronx,bronx county,building,residential
house,789000,5,3.0,1273,40.7084501,-73.7316272,11429,queens,queens county,building,residential
co-op,350000,2,1.0,825,40.711175,-73.957086,11211,brooklyn,williamsburg,building,residential
pending,5895000,8,5.0,6312,40.7185648,-73.9422548,11211,brooklyn,williamsburg,building,residential
multi-family home,1250000,7,4.0,2184,40.6468782,-74.0136737,11220,brooklyn,sunset park,building,residential
townhouse,1499999,4,2.0,2264,40.6087059,-73.9290715,11234,brooklyn,flatlands,building,residential
multi-family home,1488000,6,2.0,2184,40.624169,-74.010925,11228,brooklyn,kings county,building,residential
house,924900,3,2.0,1404,40.6094348,-73.9777343,11204,brooklyn,gravesend,building,residential
foreclosure,560000,4,2.0,2318,40.8056419,-73.9229736,10454,bronx,bronx county,building,residential
multi-family home,1998000,12,8.0,5100,40.5745179,-74.0068304,11224,brooklyn,kings county,building,residential
pending,309000,3,2.0,2184,40.6674344,-73.8479327,11414,queens,queens,building,residential
multi-family home,925000,4,2.3738608579684373,2160,40.8616602,-73.8421016,10469,bronx,bronx county,building,residential
house,999000,4,2.0,2184,40.7365353,-73.7913358,11365,queens,queens county,building,residential
co-op,278500,2,1.0,2184,40.7267837,-73.8587799,11374,queens,queens,building,residential
co-op,738000,3,2.0,2184,40.7595774,-73.964779,10022,manhattan,midtown east,building,residential
house,900000,4,4.0,2700,40.6110299,-73.8195062,11693,queens,queens county,building,residential
house,609000,3,2.0,1620,40.8165837,-73.8006996,10465,bronx,bronx county,building,residential
condo,728000,3,2.0,1890,40.55065,-74.193355,10312,staten island,richmond county,building,residential
house,314900,3,3.0,1200,40.6744942,-73.8883757,11207,brooklyn,kings county,building,residential
house,2848000,6,2.3738608579684373,4443,40.7202893,-73.7786927,11432,queens,queens county,building,residential
house,1298000,3,2.0,2046,40.7239521,-73.8747783,11379,queens,queens county,building,residential
co-op,375000,2,2.0,1350,40.8938465,-73.9091368,10471,bronx,the bronx,building,residential
multi-family home,1375000,14,8.0,6000,40.8485623,-73.8574586,10462,bronx,bronx county,building,residential
townhouse,4680000,3,4.0,2400,40.7489947,-73.9783819,10016,manhattan,new york county,building,residential
co-op,549000,2,2.0,1200,40.724514,-73.8458441,11375,queens,queens,building,residential
house,549000,3,1.0,1400,40.6368544,-74.1124571,10310,staten island,richmond county,building,residential
house,950000,3,2.0,1520,40.7157274,-73.8563447,11375,queens,queens county,building,residential
townhouse,5600000,6,6.0,4917,40.7375348,-73.9872447,10003,manhattan,new york county,building,residential
multi-family home,1600000,8,6.0,3472,40.7189686,-73.8626041,11374,queens,queens county,building,residential
townhouse,6995000,5,2.3738608579684373,3912,40.7732125,-73.9564279,10075,manhattan,new york county,building,residential
multi-family home,1399000,6,2.0,2184,40.721725,-73.8839773,11379,queens,queens county,building,residential
house,399000,3,2.3738608579684373,1350,40.6798316,-73.82277,11420,queens,queens county,building,residential
condo,575000,2,2.0,2184,40.7373082,-73.878333,11373,queens,elmhurst,building,residential
townhouse,2200000,6,3.0,2385,40.6621056,-73.9857576,11215,brooklyn,kings county,building,residential
multi-family home,898888,5,2.0,1550,40.7282381,-73.7158123,11426,queens,queens county,building,residential
multi-family home,1188000,3,2.0,2240,40.6085532,-73.998257,11214,brooklyn,bensonhurst,building,residential
multi-family home,869999,5,3.0,2080,40.6005525,-74.1314512,10314,staten island,richmond county,building,residential
co-op,219000,3,1.0,1050,40.5988908,-73.9334675,11229,brooklyn,gerritsen beach,building,residential
house,210000,3,2.3738608579684373,1840,40.664748,-73.884184,11207,brooklyn,east new york,building,residential
multi-family home,799000,6,2.0,2184,40.6672674,-73.8686224,11208,brooklyn,east new york,building,residential
co-op,298000,3,2.0,1100,40.8363242,-73.8654755,10460,bronx,the bronx,building,residential
house,1248888,4,4.0,3500,40.5646314,-74.1243252,10306,staten island,richmond county,building,residential
pending,1075000,2,2.0,955,40.8061576,-73.9550949,10026,manhattan,harlem,building,residential
pending,1695000,2,2.0,1572,40.6750114,-73.9554645,11216,brooklyn,brooklyn,building,residential
condo,3795000,3,2.0,1887,40.702988,-73.9907803,11201,brooklyn,kings county,building,residential
condo,550000,2,2.0,2184,40.7135475,-73.895855,11379,queens,queens,building,residential
foreclosure,249900,2,2.0,800,40.6189484,-74.1071576,10301,staten island,richmond county,building,residential
co-op,410000,1,1.0,2184,40.6249201,-74.0404698,11209,brooklyn,fort hamilton,building,residential
multi-family home,1650000,9,5.0,4320,40.5906586,-73.9818321,11223,brooklyn,gravesend,building,residential
co-op,325000,2,1.0,2184,40.7280894,-73.8494828,11375,queens,queens,amenity,other
house,700000,3,2.0,1620,40.8844018,-73.9028342,10463,bronx,bronx county,building,residential
house,930000,3,2.0,2184,40.7555333,-73.9016851,11377,queens,jackson heights,building,residential
house,1150000,3,2.3738608579684373,1376,40.6149237,-73.9789281,11204,brooklyn,midwood,building,residential
co-op,568888,3,2.0,1100,40.7322223,-73.8588845,11374,queens,queens county,building,residential
house,1200000,4,3.0,2052,40.59194,-74.1087406,10304,staten island,richmond county,building,residential
foreclosure,899900,3,3.0,2550,40.5499354,-74.1709931,10312,staten island,richmond county,building,residential
condo,799999,3,2.0,1200,40.7859137,-73.7868778,11360,queens,queens,building,residential
multi-family home,300000,3,4.0,2184,40.6601546,-73.9163716,11212,brooklyn,kings county,building,residential
foreclosure,750000,4,3.0,3098,40.5758238,-74.1227343,10306,staten island,richmond county,building,residential
house,669999,4,2.0,1196,40.5598117,-74.1585168,10308,staten island,richmond county,building,residential
contingent,575000,2,1.0,1200,40.6337278,-74.0936101,10301,staten island,richmond county,building,residential
co-op,299000,3,1.0,2184,40.5987787,-73.9350489,11229,brooklyn,gerritsen beach,building,residential
house,548800,3,4.0,1440,40.6409456,-74.0859933,10301,staten island,richmond county,building,residential
co-op,259000,2,1.0,2184,40.7041499,-73.83371,11418,queens,queens,building,residential
co-op,425000,2,1.0,2184,40.7226099,-73.8495,11375,brooklyn,forest hills,amenity,other
house,950000,4,2.0,2200,40.6795412,-73.8904428,11207,brooklyn,kings county,building,residential
co-op,185000,2,1.0,600,40.833945,-73.9432359,10032,manhattan,washington heights,building,residential
house,1688888,4,3.0,2364,40.7773521,-73.7464296,11363,queens,queens county,building,residential
